id,reference,hypothesis,wer,cer
10,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır,bu tapındı həm də quş lələklənin təkamil haqqında təsəbür yaratır,0.5,0.11594202898550725
11,sundarban dünyanın ən böyük sahilyanı manqrov bölgəsidir və sahildən banqladeş və hindistanın içərilərinə doğru 80 km 50 mil uzanır,sundarban dünyanın ən böyük sahiliyanı manqurov bölgəsidir və sahildən bangladır və hindistanın içərlərindən doğru 60 km əlli mil uzanır,0.3157894736842105,0.09923664122137404
12,o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı,o bütün bu şayələri siyasə boş boğazlıq və axmılqlıq adlandırırdı,0.6666666666666666,0.11290322580645161
13,mərasimin i̇taliyanın bir çox digər şəhərlərində və dünyanın qalan hissəsində xüsusilə də polşada geniş insan kütlələri tərəfindən izlənməsi üçün həmin yerlərə də eyni şəkildə nəhəng ekranlar quraşdırıldı,mərasemin italyanın bir çox digər şəhərlərində və dünyanın qalan hissəsində xüsusilə də polşədə geniş insan köçlərə rətərəfindən izlənməsi üçün həmin yerlərəyə eyni şəkildə nəhək əkramlar quraşdırılırdı,0.37037037037037035,0.09313725490196079
14,filippinli fotoqraflar kimi uşaqlar və yaşlılar da daxil 6 əsr sərbəst buraxıldı,fülipbinin fotograflar kimi uşaqlar və yaşlılar da daxil 6 əsir sərbəz bıraqıldı,0.4166666666666667,0.125
15,qonaqlarının ruh yüksəkliyini qorumaq və onların həmin yerdə qonaqlamasını təmin etmək üçün onlar adətən xüsusi yemək-içmək və əyləncə təklif edirlər,qonaqlara lüqh yükçəkliyini qorumaq və onların həmin yerində qonaqlanmasını təmin etmək üçün onlar adətən xüsusi gəmək içmək və əyləncə təklif edirlər,0.35,0.09395973154362416
16,dünən axşam buenos airesdən 50 km 31 mil məsafədə yerləşən la plata şəhərində hazırki senator və argentinanın birinci xanımı kristina fernandez de kirçner prezidentliyə namizədliyini elan etdi,dünən akşam bu en əsairəstən 50 km 31 mil məsafədə yerləşən lapla-təşərin də hazır ki senatır vargıcından birinci xanımı kristina fərindəndəzdə kirmək prezidentləyə namizətliyini eyalan etdi,0.6296296296296297,0.20833333333333334
17,mövcud bütün resurslardan bir qurumun funksional departamentlərində effektiv bir şəkildə istifadə olunursa yaradıcılıq və ustalıq ortaya çıxa bilər,mövcud bütün resurslardan bir qurumun funksional departmetlərində effektib bir şəkildə istifadə olunursa yaradı çığdıq və uçsalıq ortaya çıxabilər,0.3888888888888889,0.06802721088435375
18,tələbələr bloqlardan uyğun istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər oravec 2002,tələbələr bloglarda uqqun istifadə edən bəq analitik və tənqidi bacarıqları müəkəmləndirə bilər testiz internet materiyalarını mürayikət edib başqalarının yazılıları əsasində bir möğkü ortaya koya həmçinqüsüsü mövzularda öz perspektivlərində müəyyən edələr,0.6363636363636364,0.19927536231884058
19,afrikadan daha çox ərəb ruhunun hiss olunduğu bu şəhər ölkənin digər şəhərləri ilə tamamilə ziddiyyət təşkil edir,afrikadın daha çox ərəb ruhunun soğunluğu bu şəhər ölkənində yaşərləli ilə tamamilə ziddə dəşilədir,0.5294117647058824,0.20353982300884957
20,bura britaniya kolonistlərinin mənimsədikləri yerdir buna görə də əgər bölgənin müstəmləkə tarixi ilə əlaqəli bir dəlil axtarırsınızsa buradan başlaya bilərsiniz,bura britani qalainislərinin mənimçədikləri yeridir buna görə də əgər böyganın müstəmləkə tarixiləli qəlibildərilə axtarırsınızsa buradan başlayı bilərsiniz,0.55,0.14906832298136646
21,abş-ın geoloji xidmətlər bürosunun astrologiya heyətindən və arizona ştatının flagstaff şəhərində yerləşən şimali arizona universitetindən olan qlen kuşinqin dediyinə görə onların termal hərəkətləri yer planetindəki kifayət qədər davamlı temperaturu tez-tez dəstəkləyən böyük mağaralarda olanlar qədər stabil deyil ancaq bu həmin dərin dəliklərin torpaqda olması ilə əlaqəlidir,abusun geoloji xidmətlər bürosun ostroloqə həyətindən və orizonaşratının flux-staf şəhərində yerləşən şimalı orizono vəstətindən olan qlenkuş ənlədədəyinə görə onların termal hərəkətləri yer planetindəki kifaya qədər davamlı temperature-i testiz dəhizsəkdəyən böyük mağaralarda olanlar qədər stabildi anca bu həmin dərin dəliklərinin torpağıda olması ilə ilə qədidir,0.5217391304347826,0.16710875331564987
22,əyləncəli xəbərlər veb-saytı tmz fotoqrafın öz avtomobilini sepulveda bulvarının digər tərəfində saxladığını yolu keçib davam etməzdən əvvəl polis məntəqəsinin şəkillərini çəkməyə çalışdığını nəticədə kaliforniya dövlət yol patrul xidmətinin polis zabitinin ona geri qayıtmalı olduğunu söyləmək üçün yol hərəkətini iki dəfə dayandırdığını başa düşür,ələncələri xəbələr vebsait tmz fotografın öz avtomobilini sapülvəda bulvarının digər tərəkədlə saxladığı yolu keçib davam etməzdən əvvəl polis məntəqəsinin şəkirlərinin çəkməyə çalışdıqını nəticədə kaliforniya dövlək yol patrul xidmətinin polis zabitinin onu geri qəytərmalı olduğunu söyləmək üçün yol hərəkətini iki dəfə dəyandırdığını başa düşür,0.3023255813953488,0.07736389684813753
23,bu halda bizə yalnız yeni bir ixtiradan sonra klaviaturanın nəyə yarayacağını təxmin etmək qalır,bu halda bize yalnız yeni bir ixtiradan sonra klaviyaturanın nəyə yanançarını təqmin etmək qalaraq,0.35714285714285715,0.11458333333333333
24,qərbi avropa həyat tərzini orta əsrlərin sonlarında təkmilləşdirməyə başladı dövrün ən böyük yeniliklərindən biri də səlib yürüşləri nəticəsində insanların paltarlarını bağlamaq üçün düymələrdən istifadə etməyə başlaması idi,qərbə avropa həyət tərzini ortaç illərin sonlarında təkmilləşdirməyə başladı dövrün ən böyük yenilihlərinə belə də sələb yürüşlərin ətçəsində insanların paltarlarını bağlamaq üçün tüyumələrdən istifadə etməyə başlaması idi,0.37037037037037035,0.08482142857142858
25,onun sonradan köçürüldüyü addenbruk xəstəxanası kembricdə idi,onun sonradan köçürüldüyü adinbruq xəstəxanası kəmbricdə idi,0.2857142857142857,0.06557377049180328
26,bölgələrin bəzilərində suyu 1 dəqiqə qaynatmaq yetərli olsa da digərlərində bu bir neçə dəqiqə çəkə bilər,bölgələrin bəzlərində suyu bir dəyəqə qaynatmağı yetələ olsa da digərlərinə bu bir neçə dəyəkə çəkə bilər,0.4375,0.13333333333333333
27,15 avqust 1940-cı ildə müttəfiqlər cənubi fransanı işğal etdilər işğal planının adı draqun əməliyyatı idi,15 avqust 1940-ci ildə müddəfiqlər canıbək fransəni işxalətdilər işxalplanın adı draqunəməliyatı idi,0.6666666666666666,0.17142857142857143
28,xüsusilə də yay aylarında sadə populyar bir axşam yeməyi zeytun yağlı pomidorlu və pendir və ton balığı kimi istənilən ərzaqla doldurulmuş pa amb oli adlanan çörəkdir,xüsusirədə yay aylarında sadə popüler bir akşam yeməyə zeytun yağlı pavidovlu və pəndir və tombalığı kimi i̇stənilən əvzakla doldurulmuş paamboly adılanan çörekdir,0.6153846153846154,0.12650602409638553
29,honkonqun ən yaxşı mənzərəsini görmək üçün adadan çıxın və qarşıdakı kowloon sahilinə gedin,honkongun ən yaxşı mənzərəsini görməyə üçün adadan çıxın və qarşıdakı koblom sahilinə gəlin,0.3076923076923077,0.08791208791208792
30,romantizm göte fixte və şleqel kimi yazıçılardan alınmış böyük mədəni bir determinizm ünsürünə sahibdir,"romantizm,kötə,fixtə vəşilə gəlkim yazısların alınmış böyük mədəni bir dəterminiyizmək üçün sürünə səhəbidir",0.7857142857142857,0.27184466019417475
31,tələbələr bloqlardan uyğun istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər oravec 2002,tələblər bloglardan uyğubun istifadə edərək analitik və tənqiqdi bacarıqları mökəmləndirə bilər testiz internet materiyallarına müracət edib başqalarının yazılıqdırı əsasında bir mövqi ortaə qoya hər cədə xüsus mövzularda öz presbək dillərini müəyyən edə bilərlər,0.6060606060606061,0.17028985507246377
32,şiddətli küləklər dolu həddən artıq yağış və meşə yanğınları fırtına tufan su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır,"şiddətli küləklər dolu hətta nahta qaş və müşə yağınları fırtına, tufan, su burulqanları və qasırqalar kimi ağır hava şərəfiyin təsirlərin təzağıhürı formasıdır",0.5454545454545454,0.16049382716049382
33,unesco dünya maddi i̇rs siyahısına daxil edilən və hindistan ərazisində olan sundarban meşəliyi sundarban milli parkı olaraq adlandırıldı,yunesko dünya maddi i̇r siyasına daxil edilər və hindistan ərazisində olan sundarban məşəliyi sundarban milli parkı olaraq adlandırdı,0.3333333333333333,0.06569343065693431
34,kasablanka bütün mərakeşdə alış-veriş etmək üçün ən cazib yerlərdən biridir,kasabalanqa bütün mərakətləri alışveriş etmək üçün ən cazib yerlərdən biridir,0.3,0.10666666666666667
35,jurnalistlər şübhəlilərin fotoşəkillərini və onlar haqqındakı başqa məlumatları yayarkən təhlükəli sularda üzür deyə dandi universitetinin professoru pamela ferquson bildirib,jurnalislər şübəllərin fotoşəkirləri və onlar haqqındakı başqa məlumuxları yayar kən tərhükəli sularda üzür deyə dandi üniversitətin profesyorub pamela fərqəsını bildirib,0.5263157894736842,0.1206896551724138
36,məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdi,məhəməd dünyəvi məsələri aid olunən möclarda dağdərin maraq göstərirdi o düşünməkçün nurdağındakı hir adlanan mağaraya çox sıx kələirdi,0.5714285714285714,0.13286713286713286
37,sundarban 1966-cı ildən bəri vəhşi təbiət qoruğudur ərazidə indi 400 benqal pələnginin və təxminən 30 000 xallı maralın olduğu hesab edilir,sundirban-1966-ı işə ildən bəri vəhşi təbiət qorubmudur ərazilə indi 400 bengal pələnginin və təxminən 30.000 xalılın maralın olduğu hesab edilir,0.38095238095238093,0.10071942446043165
38,honkonqun siluetini yaradan binaların düzülüşünü viktoria limanının suları ilə ortaya çıxan cazibədar parıltılı bir histoqram ilə müqayisə etmək olar,honkongun silüətini yaradan binaların üzülüşünü viktor ilimanı nın suları ilə ortaya çıxınca azbədər baraltılı bir istogramiy ilə müqayisə etmək olar,0.5263157894736842,0.1342281879194631
39,hər hansı bir məktəb ekskursiyasını virtual olaraq paylaşmaq bu ekskursiyanı əks etdirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur,hər hansı bir məktəb ekskursiyasını virtualoraq paylaşmaq bu ekskursiyanı əksətdirimə və gələcət dərslərdə tərciblərimizi bölüşmək üçün əla yoldur,0.3,0.07947019867549669
40,qrenlandiyada əhali seyrək yerləşib. norveç dastanlarında deyilir ki kürən erik adam öldürdüyü üçün i̇slandiyadan sürgün edilərkən qərbə doğru yol alır və burada qrenlandiyanı kəşf edərək onu belə adlandırır,qrindlandiyada əhali səhərək yerləşib norveç dastanlarında deyilir ki kürən ərik adam öldürdüyü üçün içlandiyadan sürgün edilərkən qərəbə doğru yol alır və burada qrindlandiyanın kəşfə edərək onu beladlandırır,0.35714285714285715,0.07729468599033816
41,anqel 2006 izah edir ki bütöv mühit yanaşmasından şirkətlərin işini daha yüksək səviyyəyə çatdırmasına kömək edəcək bir metod kimi istifadə olunur,angel kimin altı izah edir ki bütün mühit yanaşmasından şirkətlərin işini daha yüksə səvviyyə çatdırmasına köməyə edəcək bir metod kim istifad olunur,0.42857142857142855,0.14383561643835616
42,i̇talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur,i̇tələndilək əyalətdə işləyənlərlək səriyyəti tərəfindən günlərik istifadə olunan dildir latın dilək isə adətən deyini mərasimlərdə istifadə olunur,0.3888888888888889,0.1095890410958904
43,alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərinə təsiri adi materiyanın eyni formada göstərdiyi təsir kimidir,alimlər böqənəətə gəldilər ki qaranlıq materiyanın digərlət təsiri adi materiyanın eyni formada göstərdiyi təsiri kümudur,0.3125,0.08264462809917356
44,yanğın 23:35-ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü,yağın 23-35ə qədər yağından mühavizə bölmələri tərəfindən söndürüldü,0.5,0.07042253521126761
45,pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir,pələngin nərildisi şirinqgür səsləs xardığı nərildiyə bənzəmir daha çox xırıldırıl və cingildili səslənən sözlər kiməşlilir,0.5882352941176471,0.12698412698412698
46,i̇nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir,i̇nternet həmkütləvi həm də fərədə alası komünikasiya iləmətlərini özündə bilinəşdirir,0.7,0.1590909090909091
47,daha əvvəllər iqtisadi baxımdan əlverişli və funksional olduğu üçün dünya miqyasında bazara çıxarılan asus eee kompüteri 2007-ci ilin taipei it ayının əsas mövzusu idi,daha əvvələr iqtisadi baxamdan əlverişli və funksional olduğu üçün dünya miqiyasında bazara çıxarlan asus e komputürü 2007-ci ilin tay-p-i-ti ayının əsas məhsusu idi,0.375,0.10778443113772455
48,"perri bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün texasa qayıdacam"",- dedi lakin daha sonra o rəqabətə davam edəcəyini və 21 yanvarda cənubi karolina ön seçmələrində yarışacağını bildirdi",pəiri bu akşamki partiyazlasının mətcələrini dəhirləndirmək və bu yarışda məni yerlərə paran bir yol müəlləşdirmək üçün çəxasa qayıdacam dedi lakin daha sonra o rəqabədə davam edəcəyini və bir 21 yanbarda cənubi karalina ön seçmələrində yarışacağını bildirdi,0.4166666666666667,0.12595419847328243
49,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır,bu tapıntı həm də quş lələhlərinin təkamülü haqqını təsəvhür yaratır,0.4,0.07246376811594203
50,elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur çünki hidrogen atomları bir proton və bir elektrondan ibarətdir,əlektronlarından ayrılmış protonlar hidrogen yonları hesab olunur çünki hidrogen atomları bir proton və bir elektronla ibarətdir,0.1875,0.031007751937984496
51,honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir,honkong adası yerləşdi yarazıya dözadını verib və bu arazi turistərin diqqətini cəlb edən əsas mərkəzdir,0.47058823529411764,0.11009174311926606
52,o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı,o bütün bu şayələri siyasi boşbuğazlı və əxmaqlı qadlandırdı,0.4444444444444444,0.0967741935483871
53,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,oktiobrayına başlayıb geniş yələn antriji im etirazçılarının marteli komisiyası ilə cevab verdi,0.75,0.20408163265306123
54,kütlənin əksəriyyətinin avtomobilə sahib olması yollarda qəza hallarının artması ilə yanaşı həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar,küslənilin əksəriyyətinin avtomobiliyə sahib olması yollarda qəzallarını atmasilə yanaşı həm də qəzada fiziki xəsərəd onları müalicə etmək üçün səhiyyə səyəsində yeni texnolyyəların ixtirə edilməsin əsəbə bolar,0.5,0.12903225806451613
55,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır,ayrılma və yeğindən birləşmə hər nəsildən olun iki quru parasından variasiyaları irələ geri qarışdırır,0.46153846153846156,0.09090909090909091
56,eyni qayda kişilərə də tətbiq olunur onlar dizlərini örtən şalvar geyinməlidirlər,eyni qayıda kişiləri də tədbiq olunur onlar dizilərin örtən şalvarı yiyinməlidir,0.5454545454545454,0.13580246913580246
57,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,şəhər hiyyiniz zaman dafirkadakı dağ qoraylasını müşahəd etməyin ən ucuz yollarından biri olan nyeragon qüvulqanik dağınadırmamak üçün əsas yer həsab olun,0.5,0.16025641025641027
58,i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır,ilailikiya qasitibet məttəsiyyəsinin mərkəzində dayanır enerji kanalların dəmizlənməsi və şakralanıq dikləşdirilməsi üçün çəşidli səmanıvarlıqların təsvirləri göstərilir və aidinlənmaşuru oyanır,0.6363636363636364,0.1715686274509804
59,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,oktiaburayına başlayıv geniş yayılan antrejim etrasılığına martellik komisiyan ilə caverdi,0.75,0.19387755102040816
60,bu oyun sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı,bu oyun spring books komandasının 5 oyunluq məğlubiyyət dövrünü sonlandırdı,0.3333333333333333,0.08
61,əllərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər,əllərinizin nəm olması xarici qatılara təsir göstərəcək bu isə əllinizinə qıdıqlanma hissiyyədə və bir nüf qabıq əmələ gətirə bilər,0.25,0.08461538461538462
62,qubernatorluq yaralananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi,cuqin əsrədə dədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədədə,1.0,5.395061728395062
63,digər nominasiyalara ən yaxşı film rejissor kinematoqrafiya kostyum dizaynı film montajı ən yaxşı film musiqisi bədii rəhbər səs montajı səs miksi və ən yaxşı ssenari aiddir,dügər naminasiyalara ən yaxşı film rejissor kinomatografiya qosyum dizaynı film montajı ən yaxşı film müşkisi bədiyrə hər səs montajı səs miksi və ən yaxşı sənari ayıdır,0.34615384615384615,0.10982658959537572
64,keçən həftə meti i̇qtisadiyyat ticarət və sənaye nazirliyi apple-dan həddən artıq çox isinmə halı ilə əlaqəli əlavə 34 şikayət gəldiyini və şirkətin bunları qeyri-ciddi hallar olaraq dəyərləndirdiyini bildirib,keçən həftə metə iqtisadiyyət ticarət və sanayə nəzələyi apple-dan həddən artıq isimlə halı ilə laqəli əlavə 34 şiqət gəldiyini və şirkətin bunları qeyri ciddə hallar olaraq da əlin dinini bildirib,0.4642857142857143,0.13875598086124402
65,abş gimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar atletlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar,abş kimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar attitlərin tərlükəsi pozitiv və ehtibalı bir müddə öz alçıları nazımıza getməsi üçün idmanın kimnastika və digər növlərinə mümkün qədər tərlükəsi etməyə çalışırlar,0.3125,0.102880658436214
66,uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur,uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və eşiqları şousludur,0.16666666666666666,0.037037037037037035
67,lakin quşların hələ də dinozavra bənzəyən çoxlu tərəfləri var,lakin quşların hələdə dinazavra bənzəyən çoxu tərəfləri var,0.4444444444444444,0.04918032786885246
68,əlbəttə bu ənənənin xristian dini baxımından izahı var amma bu xristianlıqdan əvvəl olan baharın gəlişi və məhsuldarlıq səbəbilə də keçirilə bilər,əlbəq də bu ənənənin xristiyan dini baxılından izraxı var amma bu xristiyanlıqdan əvvəl olan baharın gəlişi və məhsudarlıq səbəbi ilə də keçirilə bilər,0.42857142857142855,0.07534246575342465
69,duval hekayə ilə əlaqəsi olan millerdə böyük bir təəssürat yaratmadı duvel evli idi və iki yetkin uşağı var idi,duval hekaya lələ qəs olan millərdə böyük bir təyəsurat yaratmadı tuvil evli idi və iki etkinuşağı var idi,0.42105263157894735,0.12612612612612611
70,onu sinqapur baş nazirinin köməkçisi vonq kan senq qarşıladı daha sonra sinqapurun baş naziri li syan lunq ilə görüşərək iqtisadiyyat və terrorizm haqqındakı problemlərdən danışdı,onunu xüsus singapur başlığının köməşçisi vomkangi zəkəşilədi daha sonra singapurun başlığı zəri lisa yung ilə görüşərək iqsadiyyə və terarizmi haqdımdakı problemlərdən danışdı,0.72,0.3016759776536313
71,i̇yirminci əsr tədqiqatları göstərdi ki genetik müxtəlifliyin gizli və ifadə edilmiş olmaqla iki bazası var,20-ci əsr təyqqatları göstərdəkə genetik müxtəlifləyin gizli və ifadə edilmiş olmaqla iki bazası var,0.3333333333333333,0.1308411214953271
72,maria adlanan qaranlıq qatların altında daha nazik dağlıq yerlərin altında isə daha qalın görünür,marya adlanan qaranlıq qatların altında daha nazi dağlıq yellərin altındaysa daha qalan görünür,0.42857142857142855,0.07216494845360824
73,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,şəhər eyni zamanda afrikadakı dağ qarillasını müşahidə etməyin ənciz yollarından biri olan niragonqo vulkanik dağınadırmammağı üçün əsas yerə sadalınır,0.4090909090909091,0.11538461538461539
74,qabıq yaxın tərəfdə təxminən 70 km uzaq tərəfdə isə 100 km qalınlığa malikdir,qabıq yaxın tərəfdə təxminə 70 km uzaq tərəftə isə 100 km qalını amalikdir,0.3076923076923077,0.06493506493506493
75,yol hərəkəti sürücülərin fərdi şəkildə və nəqliyyat vasitələrinin iki nöqtə arasındakı hərəkətlərin və bir-birləri ilə yaratdıqları interaktiv əlaqənin təhlilidir,yol hərəkəti sürücülərin fərdi şəkildə və nəqliyyət vasitələrin iki noktarasına kəriqətlərin və bir-birləri ilə yaratdıqları interaktiv əlaqənin təhlilibir,0.3157894736842105,0.08641975308641975
76,bu video oyunlarda oyunçulara cihazı havada hərəkət etdirməklə oyunun gedişatına nəzarət etmək imkanı verir,bu video oyunlarda oyunçları cihazı havada hərəkət etdirməklə oyunun gedişatına nəzarət etməyin kəni verir,0.21428571428571427,0.07476635514018691
77,bloqqinq şagirdlərdə əməkdaşlıq ruhunu artırır və məktəbdə öyrəndikləri ilə məhdudlaşan biliklərini genişləndirməyə təşviq edir,blogginq şahitlərdə əməkdaşlıq ruhuna artırır və məktəbdə öyrəndikləri ilə məhdudlaşan bilihlərinək yenişləndirməyi təşvir edir,0.42857142857142855,0.09448818897637795
