id,reference,hypothesis,wer,cer
19,afrikadan daha çox ərəb ruhunun hiss olunduğu bu şəhər ölkənin digər şəhərləri ilə tamamilə ziddiyyət təşkil edir,afrikadın daha çox ərup ruhunun soyunduğu bu şəhər ölkənin digər şəhərləli ilə tamamilə ziddət dəşilədir.,0.47058823529411764,0.1504424778761062
20,bura britaniya kolonistlərinin mənimsədikləri yerdir buna görə də əgər bölgənin müstəmləkə tarixi ilə əlaqəli bir dəlil axtarırsınızsa buradan başlaya bilərsiniz,"bura britanya qalaynislərinin mənimsədikləri yeridir. buna görə də əcər böygənin müstəmnəki tarixilələ qəlibirli dəril axtarırsınızsa, buradan başlayabilirsiniz.",0.7,0.15527950310559005
21,abş-ın geoloji xidmətlər bürosunun astrologiya heyətindən və arizona ştatının flagstaff şəhərində yerləşən şimali arizona universitetindən olan qlen kuşinqin dediyinə görə onların termal hərəkətləri yer planetindəki kifayət qədər davamlı temperaturu tez-tez dəstəkləyən böyük mağaralarda olanlar qədər stabil deyil ancaq bu həmin dərin dəliklərin torpaqda olması ilə əlaqəlidir,"abusun geologi hütmətlər bürosun astrologiyyə həyətindən və arizona-şıtatının flux staff şəhərində yerləşən şimali-arizon universitetindən olan glenn cushin indədədəyində görə, onların termal hərəkətləri, yer planetindəki kifaya qədər davamlı temperature-ı, təsizdə hissəkləyən böyük mağaralarda olanlar qədər stabildir. ancaq bu həmin dərin dəliklərin torpaqlı olması ilə lagəlidir.",0.5217391304347826,0.15119363395225463
22,əyləncəli xəbərlər veb-saytı tmz fotoqrafın öz avtomobilini sepulveda bulvarının digər tərəfində saxladığını yolu keçib davam etməzdən əvvəl polis məntəqəsinin şəkillərini çəkməyə çalışdığını nəticədə kaliforniya dövlət yol patrul xidmətinin polis zabitinin ona geri qayıtmalı olduğunu söyləmək üçün yol hərəkətini iki dəfə dayandırdığını başa düşür,"eləndcəli xəbələr website tmz fotografin öz automobilini sapul vw varının digər tərəkində saxladığı yolu keçib devam etməzdən əvvəl polis mənətəqəsinin şəkirlərinini çəkməyə çalışdıqını, nəticədə kaliforniya növlək yol patrul xidmətinin, polis zabitinin, onu geri qəytərmalı olduğunu səyələmək üçün yol hərəkətini iki dədə dayandırdıqını başa düşür.",0.5348837209302325,0.12607449856733524
23,bu halda bizə yalnız yeni bir ixtiradan sonra klaviaturanın nəyə yarayacağını təxmin etmək qalır,"bu halda, bize yalnız yeni bir ixtiradan sonra qavya turanın nəyə yananın çarana təqmin etmək qaları.",0.5714285714285714,0.19791666666666666
24,qərbi avropa həyat tərzini orta əsrlərin sonlarında təkmilləşdirməyə başladı dövrün ən böyük yeniliklərindən biri də səlib yürüşləri nəticəsində insanların paltarlarını bağlamaq üçün düymələrdən istifadə etməyə başlaması idi,qəribi avrupa həyət tərzini ortasillərin sonlarında təkmilləşdirməyə başladı. dövrün ən böyük yeniliklərinə beli də səlip yürüyüşlər nətçəsində insanların paltarlarını bağlamak üçün tüyumələrdən istuadə etməyə başlaması idi.,0.5555555555555556,0.10714285714285714
25,onun sonradan köçürüldüyü addenbruk xəstəxanası kembricdə idi,onun sonradan çəsirildi adın bruck xəstəxanası cambridge deyilir.,0.7142857142857143,0.3770491803278688
26,bölgələrin bəzilərində suyu 1 dəqiqə qaynatmaq yetərli olsa da digərlərində bu bir neçə dəqiqə çəkə bilər,"bölgələrin bəzlərində suyu bir dəyəqə qaynatmağı yetəllə olsala, digərlərinə bu bir neçələyə qəcəkə bilər.",0.75,0.20952380952380953
27,15 avqust 1940-cı ildə müttəfiqlər cənubi fransanı işğal etdilər işğal planının adı draqun əməliyyatı idi,15 avqust 1940-ci ildə müddəfiqlər canıbi fransəni işxalətdilər. i̇şxal planın adı dragu nəməliyatı idi.,0.7333333333333333,0.19047619047619047
28,xüsusilə də yay aylarında sadə populyar bir axşam yeməyi zeytun yağlı pomidorlu və pendir və ton balığı kimi istənilən ərzaqla doldurulmuş pa amb oli adlanan çörəkdir,"hüsüsirə də yay aylarında sada popüler bir akşam yemeğe zeytun yağlı, pavidovlı və pendir və tombalıbı kimi, islənlən əvzakla doldurulmuş paamboli adalanan çörekdir.",0.6538461538461539,0.1746987951807229
29,honkonqun ən yaxşı mənzərəsini görmək üçün adadan çıxın və qarşıdakı kowloon sahilinə gedin,hong kongun ən yaxşı mənzərəsini görmək üçün adadan çıxın və qarşıdaki cobblon sahilinə gəlin.,0.38461538461538464,0.12087912087912088
30,romantizm göte fixte və şleqel kimi yazıçılardan alınmış böyük mədəni bir determinizm ünsürünə sahibdir,"ramancizin, kötü, fikti və şiləyə gəlkim yazıların alınmış, böyük mədəni bir dətəriminizmən ünsürünə səhəbdir.",0.6428571428571429,0.3106796116504854
31,tələbələr bloqlardan uyğun istifadə edərək analitik və tənqidi bacarıqlarını möhkəmləndirə bilər; tez-tez internet materiallarına müraciət edib başqalarının yazıları əsasında bir mövqe ortaya qoya həmçinin xüsusi mövzularda öz perspektivlərini müəyyən edə bilərlər oravec 2002,"tələbələr bloglardan uygul istifadə edərək, analitik və tənqi idi bacarıqları mühəmləndirə bilər, testis internet materiallarına mürajet edib, başqalarının yazılıqlı əsasında bir mövqə ortaya koyar, hər cəni xüsus mövzuları da öz prəsbəklirlərini müəyyən edə bilərlər.",0.696969696969697,0.18840579710144928
32,şiddətli küləklər dolu həddən artıq yağış və meşə yanğınları fırtına tufan su burulğanları və qasırğalar kimi ağır hava şəraitinin təsirlərinin təzahür formasıdır,"şiddətli küləklər, dolu, ətdən oda qəqış və müşəyə yağınları, fırtına, tufan, su burulqanları və qasırqalar kimə ağır hava şərafiyin təsirlərin təzahürı formasıdır.",0.7272727272727273,0.17901234567901234
33,unesco dünya maddi i̇rs siyahısına daxil edilən və hindistan ərazisində olan sundarban meşəliyi sundarban milli parkı olaraq adlandırıldı,yinesko dünya məhdi i̇rsiyasına daxil edilər və hindistan ərazisində olan sundarban mişaliyyə sundarban millifarkı olaraq adlandırdı.,0.5,0.1386861313868613
34,kasablanka bütün mərakeşdə alış-veriş etmək üçün ən cazib yerlərdən biridir,kasabalanqa bütün mərakəşdə alışveriş etmək üçün ən zazib yerlərdən biridir.,0.5,0.08
35,jurnalistlər şübhəlilərin fotoşəkillərini və onlar haqqındakı başqa məlumatları yayarkən təhlükəli sularda üzür deyə dandi universitetinin professoru pamela ferquson bildirib,"jurnalistlər şüphəllərin fotoşəkiləri və onlar haqqındaki başqa müəllumuqları yayarken, tervikəli sularda üzür, deyə dandi universitetin profesoru pamela ferguson bildirib.",0.5789473684210527,0.12643678160919541
36,məhəmməd dünyəvi məsələlərə aid olmayan mövzulara da dərin maraq göstərirdi o düşünmək üçün nur dağındakı hira adlanan mağaraya çox sıx gələrdi,"məhəmət dünyəvi məsələ raid olmaya mözlardır da, daha dərin maraq göstərirdi. o düşünmək üçün nurdağındakı hir adlanan maqaraya çox sıkkələrdir.",0.6666666666666666,0.18181818181818182
37,sundarban 1966-cı ildən bəri vəhşi təbiət qoruğudur ərazidə indi 400 benqal pələnginin və təxminən 30 000 xallı maralın olduğu hesab edilir,sundırban 1966-ı şey ildən bəri vəşri təbiyyət qorubmudur. arazilə indi 400 bengal peləngirin və təxminən 30.000 xalılın maralımı olduğu hesab edilir.,0.6666666666666666,0.17266187050359713
38,honkonqun siluetini yaradan binaların düzülüşünü viktoria limanının suları ilə ortaya çıxan cazibədar parıltılı bir histoqram ilə müqayisə etmək olar,"hong kongun silüvətini yaradan binaların üzülüşünü, victoria limanı'nın suları ilə ortaya çıxınca azbədər, paralıdılı bir istogramiyyələ müqayisə etmək yolar.",0.631578947368421,0.18791946308724833
39,hər hansı bir məktəb ekskursiyasını virtual olaraq paylaşmaq bu ekskursiyanı əks etdirmək və gələcək dərslərdə təcrübələrimizi bölüşmək üçün əla yoldur,"hər hansı bir məkləb ekskursiyasını virtual olarak paylaşmaq, bu ekskursiyanı əksətdirimi və gələcət dərslərdə tərcibəlimizi bölüşmək üçün əla yoldur.",0.4,0.09933774834437085
40,qrenlandiyada əhali seyrək yerləşib. norveç dastanlarında deyilir ki kürən erik adam öldürdüyü üçün i̇slandiyadan sürgün edilərkən qərbə doğru yol alır və burada qrenlandiyanı kəşf edərək onu belə adlandırır,"grinlandiya da həalə seyrək iləşib. norveç dastanlarında deyilir ki, küren erik adam öldürdüyü üçün i̇slandiyadan sürgün edilərkən qərabə doğru yol alır və burada grinlandiya nın keşfədərək onu belə adlandırır.",0.39285714285714285,0.0966183574879227
41,anqel 2006 izah edir ki bütöv mühit yanaşmasından şirkətlərin işini daha yüksək səviyyəyə çatdırmasına kömək edəcək bir metod kimi istifadə olunur,"angel kimin altı izah edir ki, bütün mühit yanaşmasından şirketlərin işini daha yüksə səvviyyə çatdırmasına köməyə edəcə bir metod kim istifad olunur?",0.6190476190476191,0.17123287671232876
42,i̇talyan dili əyalətdə işləyənlərin əksəriyyəti tərəfindən gündəlik istifadə olunan dildir latın dili isə adətən dini mərasimlərdə istifadə olunur,"i̇talya ndilə, əyalətdə işləyənlək siriyyəti tərəfindən günlərik istifadə olunan dildir. latın dilə isə adətən deyini mərhasımlərdə istifadə olunur.",0.5555555555555556,0.13013698630136986
43,alimlər bu qənaətə gəldilər ki qaranlıq materiyanın digərinə təsiri adi materiyanın eyni formada göstərdiyi təsir kimidir,"alimlər büqənəətə gəldirlər ki, qaranlıq materiyanın digərlə təsiri adi materiyanın eyni formada göstərdiyi təsiri kimidir?",0.4375,0.0743801652892562
44,yanğın 23:35-ə qədər yanğından mühafizə bölmələri tərəfindən söndürüldü,yağın 23-35 ə qədər yağında mühavizə bölmələri tərəfindən söndürüldü.,0.75,0.09859154929577464
45,pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir,"pələngin nərildisi şirinqlür səsləsi xardığı nərildəyə bənzəmir, daha çox xırıldırı və cincirtili səslənən sözlər kiməşlilir.",0.6470588235294118,0.15873015873015872
46,i̇nternet həm kütləvi həm də fərdlərarası kommunikasiya elementlərini özündə birləşdirir,i̇nternet həm kütləvi həm də fərdə agaslı kommunikasi eləmətlərini özündə bilinəşdirir.,0.5,0.14772727272727273
47,daha əvvəllər iqtisadi baxımdan əlverişli və funksional olduğu üçün dünya miqyasında bazara çıxarılan asus eee kompüteri 2007-ci ilin taipei it ayının əsas mövzusu idi,"daha əvvələr, iktisadi baxamdan əlverişli və funksiyonal olduğu üçün, dünya mediyasında bazar-a çığarlan asus-e kampüttürü 2007-ci ilin type-i-t i'nın əsas məhsusu idi.",0.6666666666666666,0.18562874251497005
48,"perri bu axşamkı partiya iclasının nəticələrini dəyərləndirmək və bu yarışda məni irəli aparan bir yol müəyyənləşdirmək üçün texasa qayıdacam"",- dedi lakin daha sonra o rəqabətə davam edəcəyini və 21 yanvarda cənubi karolina ön seçmələrində yarışacağını bildirdi","pəri, bu akşamki parti izlasının nətçələrini dəhirləndirmək və bu yarışda mənə yerlərə param bir yol muəlləşdirmək üçün təxasa qayda cəm dedir. lakin daha sonra o, rəqabədə davam edəcəyini və bir girin bir yan barda canubi qaralini ön seçmələrində yarışacaqını bildirdirdir.",0.6944444444444444,0.23282442748091603
49,bu tapıntı həm də quş lələklərinin təkamülü haqqında təsəvvür yaradır,bu tapıntı həm də qujlələklərinin təkamülü haqqınını təsəvvür yaratır.,0.4,0.10144927536231885
50,elektronlarından ayrılmış protonlar hidrogen ionları hesab olunur çünki hidrogen atomları bir proton və bir elektrondan ibarətdir,"elektronlarından ayrılmış protonlar, hidrageniyonları hesab olunur. çünki hidragen atomları bir proton və bir elektronla nibarətdir.",0.4375,0.07751937984496124
51,honkonq adası yerləşdiyi əraziyə də öz adını verib və bu ərazi turistlərin diqqətini cəlb edən əsas mərkəzdir,"hong kong adası yerləşti, əraziə döz adını verib və bu arazi turistərin diqqətini dəlbədən əsas mərkəzdir.",0.6470588235294118,0.13761467889908258
52,o bütün bu şayiələri siyasi boşboğazlıq və axmaqlıq adlandırdı,"o, bütün bu şayələri siyasi boşboğazlıq və əxmalıq qadlandırdır.",0.4444444444444444,0.11290322580645161
53,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,"oktiyobrainə başlayıq, geniş yələm antriji imətirəsçilərinin mardheli komisiyası ilə cevaq verirdi.",0.8333333333333334,0.3979591836734694
54,kütlənin əksəriyyətinin avtomobilə sahib olması yollarda qəza hallarının artması ilə yanaşı həm də qəzada fiziki xəsarət alanları müalicə etmək üçün səhiyyə sahəsində yeni texnologiyaların ixtira edilməsinə səbəb olar,"küsləlin əksəriyyətinin automobili sahib olması yollarda qəzallarını atması ilə yanaşı, həm də qəzada fiziki xəsərət onları müəlləcə etmək üçün səhriyyə səyəsində yeni teknologiyaların ixtirə edilməsinin həsəbə bolar.",0.5714285714285714,0.1336405529953917
55,ayrılma və yenidən birləşmə hər nəsildən olan iki qrup arasında variasiyaları irəli-geri qarışdırır,ayrılma və yeğindən birləşmə hər nəsildən olan iki quru parasından variyasiyaları irəli geri qarışdırır.,0.5384615384615384,0.09090909090909091
56,eyni qayda kişilərə də tətbiq olunur onlar dizlərini örtən şalvar geyinməlidirlər,eyni qayda kişiləri də tədbiq olunur. onlar dizilərinə örtən şalvarı qeyməlidirlər.,0.5454545454545454,0.12345679012345678
57,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,şəhər həyiniz zamanda afrika dəki dağ qoraylasını müşahət etməyin ən ucuz yollarından biri olan miragongo vulkanik dağına dırmamak üçün əsas yer həsabı olunur.,0.4090909090909091,0.12179487179487179
58,i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır,i̇la ilik yoxası tibit məttəsəsın mərkəzinə dayanır. enerji kanalların dəmizlənməsi və çakralanıq difləşdirilməsi üçün çəşidli səmami vaalıqların təsvirləri göstərilir və aidinlən maşure oyanır.,0.7272727272727273,0.16176470588235295
59,oktyabr ayında başlayıb geniş yayılan anti-rejim etirazçılarına martelli komissiya ilə cavab verdi,oktiyab raində başlayıq geniş yayan antrejim ehtrasılığına martelli komisiyan ilə caəb verdi.,0.75,0.22448979591836735
60,bu oyun sprinqboks komandasının beş oyunluq məğlubiyyət dövrünü sonlandırdı,bu uyun springbooks kamanadasının 5 uyunlulq məhlu birət dövrünü sonlandırdı.,0.8888888888888888,0.2
61,əllərinizin nəm olması xarici qatlara təsir göstərəcək bu isə əlinizdə qıdıqlanma hissi yarada və bir növ qabıq əmələ gətirə bilər,elərinizin nəm olması xarici qatılara təsir göstərəcək. bu isə elinizdə qıdıqlanma hissiyyədə və bir nüf qabıq əmələ getirə bilər.,0.45,0.1076923076923077
62,qubernatorluq yaralananlardan 19 nəfərin polis işçisi olduğuna dair məlumat verdi,qubr-natorlog yarananlardan 19 nəfərin polis işcisi olduğuna dair məlumat verdi.,0.4,0.09876543209876543
63,digər nominasiyalara ən yaxşı film rejissor kinematoqrafiya kostyum dizaynı film montajı ən yaxşı film musiqisi bədii rəhbər səs montajı səs miksi və ən yaxşı ssenari aiddir,"diqər naminasiyallara ən yaxşı film rejisor, kinomatografiya, qosyum dizaynı, film montajı, ən yaxşı film müziqisi, bədiyirə, bər, səs montajı, səs miksivə ən yaxşı senarya aydır.",0.5769230769230769,0.1676300578034682
64,keçən həftə meti i̇qtisadiyyat ticarət və sənaye nazirliyi apple-dan həddən artıq çox isinmə halı ilə əlaqəli əlavə 34 şikayət gəldiyini və şirkətin bunları qeyri-ciddi hallar olaraq dəyərləndirdiyini bildirib,"kətən həftə meti iqtisadiyyət ticaret və sanayə nəzəlləyi, apple-dan heddan artaçox isimlə halı ilə alaqəli əlavı 34 şikayət gəldiyini və şirkətin bunları qeyri ciddə hallar olaraq da əlin dinləyini bildirib.",0.6071428571428571,0.15311004784688995
65,abş gimnastika qurumu və abş olimpiya komitəsinin hədəfləri eynidir onlar atletlərin təhlükəsiz pozitiv və etibarlı bir mühitdə öz arzularının ardınca getməsi üçün idmanın gimnastika və digər növlərini mümkün qədər təhlükəsiz etməyə çalışırlar,"abuş gimnasika qurumu və abuş alimpia komitesinin hədəfləri eynidir. onlar adlətlərin təhlüksiz, pozitiv və əhtibalı bir mühiddə özansuların ağzınıza getməsi üçün idmanın gimnasika vədikəlini övlərinə mümkün qədər təhlüksə etməyə çalışırlar.",0.59375,0.14814814814814814
66,uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur,uşaklar üçün ərazi də ən maraqlı şeylərdən biri piramida səsi və eşyqları şovsudur.,0.4166666666666667,0.07407407407407407
67,lakin quşların hələ də dinozavra bənzəyən çoxlu tərəfləri var,lakin quşların hələdə dinazavra bənzəyən çoxu tərəfləri var.,0.5555555555555556,0.06557377049180328
68,əlbəttə bu ənənənin xristian dini baxımından izahı var amma bu xristianlıqdan əvvəl olan baharın gəlişi və məhsuldarlıq səbəbilə də keçirilə bilər,"elbək də bu ənəni xristiyan dini baxımdan izraxı var. amma bu xristiyanlıqdan əvvəl olan baharın, gəlişi və məhsul darlıq səbəbi ilə də kesilə bilər.",0.7142857142857143,0.1506849315068493
69,duval hekayə ilə əlaqəsi olan millerdə böyük bir təəssürat yaratmadı duvel evli idi və iki yetkin uşağı var idi,duval hekaya elə qas olan millərdə böyük bir təyəsurat yaratmadı. tuval evliydə və iki etkinuşağı var idi.,0.631578947368421,0.18018018018018017
70,onu sinqapur baş nazirinin köməkçisi vonq kan senq qarşıladı daha sonra sinqapurun baş naziri li syan lunq ilə görüşərək iqtisadiyyat və terrorizm haqqındakı problemlərdən danışdı,onu singapur başlığınızın kümətcisi wong kang-singh arışladı. daha sonra singapurun başlığınızı lisha jung ilə görüşərək. i̇xsadiyyə fətirarizm haqqımdaki problemlərdən danışdı.,0.8,0.2905027932960894
71,i̇yirminci əsr tədqiqatları göstərdi ki genetik müxtəlifliyin gizli və ifadə edilmiş olmaqla iki bazası var,"20. əsr təyqatları göstərdə ki, genetik müxtəlifliyin gizli və ifadə edilmiş olmaqla iki bazası var.",0.3333333333333333,0.14953271028037382
72,maria adlanan qaranlıq qatların altında daha nazik dağlıq yerlərin altında isə daha qalın görünür,"maria adlanan qaranlıq qatların altında daha nazi, dağlıq yerlərin altındə isə daha qalın görünür.",0.21428571428571427,0.030927835051546393
73,şəhər eyni zamanda afrikadakı dağ qorillasını müşahidə etməyin ən ucuz yollarından biri olan nyiragongo vulkanik dağına dırmanmaq üçün əsas yer hesab olunur,"şəhər eyni zamanda afrikadakı dağ qarilullahsını müşahət etməyin, en ucuz yollarından biri olan nira gongo vulkanik dağınadırmam mava üçün əsas yerəsəb olunur.",0.5,0.1346153846153846
74,qabıq yaxın tərəfdə təxminən 70 km uzaq tərəfdə isə 100 km qalınlığa malikdir,"qabıq yaxın tərəfdə təxmünə 70 km, uzak tərəfdə yus yüzyəl kilometr qalınına amalikdir.",0.6153846153846154,0.2987012987012987
75,yol hərəkəti sürücülərin fərdi şəkildə və nəqliyyat vasitələrinin iki nöqtə arasındakı hərəkətlərin və bir-birləri ilə yaratdıqları interaktiv əlaqənin təhlilidir,"yol hərəkəti, sürücülərin fərdı şəkildə və nəqilət vasitələrin iki noktorasına kəriqətlərin və birbirləri ilə yarattıqları interaktif elagənin təhlilidir.",0.631578947368421,0.15432098765432098
76,bu video oyunlarda oyunçulara cihazı havada hərəkət etdirməklə oyunun gedişatına nəzarət etmək imkanı verir,"bu video oyunlarda oyunçulara cihazı havada hərəkət etməklə, oyunun gedişatına nəzaret etmək imkanı verir.",0.21428571428571427,0.056074766355140186
77,bloqqinq şagirdlərdə əməkdaşlıq ruhunu artırır və məktəbdə öyrəndikləri ilə məhdudlaşan biliklərini genişləndirməyə təşviq edir,"blogging şahirdlərdə əməktaşlıq ruhuna artırır, əməkdəbdə öyrəndiyirlərəmə, məhdudlaşan bilihlərinək yenişləndirməyi təşvüq edir.",0.9285714285714286,0.1968503937007874
